schema_version,provider,provider_detail,operation,m,n,activation_dtype,weight_dtype,weight_mode,eps,correctness_passed,cold_compile_ms,cold_compile_reused,median_us,p10_us,p90_us,logical_bytes,logical_gbps,copy_roofline_gbps,copy_roofline_pct,rotation_buffers,rotation_working_set_bytes,l2_target_bytes,l2_eviction_between_calls,timed_samples
1,torch,torch.nn.functional.rms_norm autograd,bwd,4096,4096,bfloat16,bfloat16,same,1e-06,True,,False,93.791999,74.793601,100.825597,100696064,1073.610384,4148.155822,25.881631,2,201392128,188743680,False,24
1,quack,quack.rmsnorm.rmsnorm_fwd (CuTe),fwd,4096,4096,bfloat16,float32,float32,1e-06,True,0.200122,False,48.16,45.791999,52.176001,67125248,1393.796684,4148.155822,33.600394,3,201375744,188743680,False,36
1,torch,torch.nn.functional.rms_norm,fwd,4096,4096,bfloat16,float32,float32,1e-06,True,,False,247.040004,245.439999,255.311996,67125248,271.718131,4148.155822,6.550336,3,201375744,188743680,False,36
1,quack,quack.rmsnorm.rmsnorm_bwd (CuTe),bwd,4096,4096,bfloat16,float32,float32,1e-06,True,1089.584743,False,81.583999,79.142399,107.820803,100712448,1234.463242,4148.155822,29.759327,2,201424896,188743680,False,24
1,torch,torch.nn.functional.rms_norm autograd,bwd,4096,4096,bfloat16,float32,float32,1e-06,True,,False,578.832,563.580811,603.203225,100712448,173.992537,4148.155822,4.194455,2,201424896,188743680,False,24
1,quack,quack.rmsnorm.rmsnorm_fwd (CuTe),fwd,4096,4096,float32,float32,same,1e-06,True,0.35175,False,61.087999,46.304,65.852802,134234112,2197.389227,4148.155822,52.972678,2,268468224,188743680,False,24
1,torch,torch.nn.functional.rms_norm,fwd,4096,4096,float32,float32,same,1e-06,True,,False,61.999999,48.72,77.708798,134234112,2165.066358,4148.155822,52.193467,2,268468224,188743680,False,24
1,quack,quack.rmsnorm.rmsnorm_bwd (CuTe),bwd,4096,4096,float32,float32,same,1e-06,True,1143.405025,False,106.656,84.310399,120.841599,201375744,1888.086408,4148.155822,45.516285,2,402751488,188743680,False,24
1,torch,torch.nn.functional.rms_norm autograd,bwd,4096,4096,float32,float32,same,1e-06,True,,False,137.328003,121.344,161.996795,201375744,1466.385152,4148.155822,35.350291,2,402751488,188743680,False,24
1,quack,quack.rmsnorm.rmsnorm_fwd (CuTe),fwd,32768,1024,float16,float16,same,1e-06,True,468.738798,False,63.904002,48.454399,67.107199,134219776,2100.334426,4148.155822,50.632968,2,268439552,188743680,False,24
1,torch,torch.nn.functional.rms_norm,fwd,32768,1024,float16,float16,same,1e-06,True,,False,51.199999,46.803199,56.128,134219776,2621.480066,4148.155822,63.196278,2,268439552,188743680,False,24
1,quack,quack.rmsnorm.rmsnorm_bwd (CuTe),bwd,32768,1024,float16,float16,same,1e-06,True,966.966095,False,108.336002,94.572797,112.681598,201461760,1859.601213,4148.155822,44.829589,2,402923520,188743680,False,24
1,torch,torch.nn.functional.rms_norm autograd,bwd,32768,1024,float16,float16,same,1e-06,True,,False,196.911998,180.092795,215.216002,201461760,1023.10556,4148.155822,24.664106,2,402923520,188743680,False,24
1,quack,quack.rmsnorm.rmsnorm_fwd (CuTe),fwd,32768,1024,float16,float32,float32,1e-06,True,448.150009,False,65.328002,47.7088,68.668801,134221824,2054.583332,4148.155822,49.530042,2,268443648,188743680,False,24
1,torch,torch.nn.functional.rms_norm,fwd,32768,1024,float16,float32,float32,1e-06,True,,False,461.968005,458.086386,468.656006,134221824,290.54355,4148.155822,7.004162,2,268443648,188743680,False,24
1,quack,quack.rmsnorm.rmsnorm_bwd (CuTe),bwd,32768,1024,float16,float32,float32,1e-06,True,963.758211,False,104.479998,84.537601,107.887999,201465856,1928.272006,4148.155822,46.485043,2,402931712,188743680,False,24
1,torch,torch.nn.functional.rms_norm autograd,bwd,32768,1024,float16,float32,float32,1e-06,True,,False,1076.512039,1061.273575,1097.817576,201465856,187.146868,4148.155822,4.511568,2,402931712,188743680,False,24
1,quack,quack.rmsnorm.rmsnorm_fwd (CuTe),fwd,32768,1024,bfloat16,bfloat16,same,1e-06,True,460.138284,False,63.279998,47.9072,67.193598,134219776,2121.045847,4148.155822,51.132261,2,268439552,188743680,False,24
1,torch,torch.nn.functional.rms_norm,fwd,32768,1024,bfloat16,bfloat16,same,1e-06,True,,False,51.887998,47.231998,56.524799,134219776,2586.721019,4148.155822,62.358338,2,268439552,188743680,False,24
1,quack,quack.rmsnorm.rmsnorm_bwd (CuTe),bwd,32768,1024,bfloat16,bfloat16,same,1e-06,True,972.05313,False,108.176,94.848,117.340802,201461760,1862.351716,4148.155822,44.895896,2,402923520,188743680,False,24
1,torch,torch.nn.functional.rms_norm autograd,bwd,32768,1024,bfloat16,bfloat16,same,1e-06,True,,False,195.119999,178.7232,212.835199,201461760,1032.501848,4148.155822,24.890624,2,402923520,188743680,False,24
1,quack,quack.rmsnorm.rmsnorm_fwd (CuTe),fwd,32768,1024,bfloat16,float32,float32,1e-06,True,454.101769,False,64.751998,48.4192,68.601601,134221824,2072.859973,4148.155822,49.970639,2,268443648,188743680,False,24
1,torch,torch.nn.functional.rms_norm,fwd,32768,1024,bfloat16,float32,float32,1e-06,True,,False,464.591995,460.819197,470.441604,134221824,288.902576,4148.155822,6.964603,2,268443648,188743680,False,24
1,quack,quack.rmsnorm.rmsnorm_bwd (CuTe),bwd,32768,1024,bfloat16,float32,float32,1e-06,True,978.026549,False,103.344001,86.476801,108.175999,201465856,1949.468322,4148.155822,46.996024,2,402931712,188743680,False,24
1,torch,torch.nn.functional.rms_norm autograd,bwd,32768,1024,bfloat16,float32,float32,1e-06,True,,False,1080.415964,1063.001621,1105.881631,201465856,186.47064,4148.155822,4.495266,2,402931712,188743680,False,24
1,quack,quack.rmsnorm.rmsnorm_fwd (CuTe),fwd,32768,1024,float32,float32,same,1e-06,True,462.462966,False,85.264001,71.750402,103.881601,268439552,3148.333983,4148.155822,75.897197,2,536879104,188743680,False,24
1,torch,torch.nn.functional.rms_norm,fwd,32768,1024,float32,float32,same,1e-06,True,,False,80.272,74.287997,87.315197,268439552,3344.124365,4148.155822,80.617135,2,536879104,188743680,False,24
1,quack,quack.rmsnorm.rmsnorm_bwd (CuTe),bwd,32768,1024,float32,float32,same,1e-06,True,953.611096,False,138.304003,116.959997,162.009604,402792448,2912.370145,4148.155822,70.208793,2,805584896,188743680,False,24
1,torch,torch.nn.functional.rms_norm autograd,bwd,32768,1024,float32,float32,same,1e-06,True,,False,223.775998,207.577594,241.103998,402792448,1799.98057,4148.155822,43.392308,2,805584896,188743680,False,24
1,quack,quack.rmsnorm.rmsnorm_fwd (CuTe),fwd,32768,2048,float16,float16,same,1e-06,True,481.959276,False,84.208,71.139198,105.647999,268439552,3187.815297,4148.155822,76.848977,2,536879104,188743680,False,24
1,torch,torch.nn.functional.rms_norm,fwd,32768,2048,float16,float16,same,1e-06,True,,False,97.456001,82.355201,119.849601,268439552,2754.469196,4148.155822,66.40226,2,536879104,188743680,False,24
1,quack,quack.rmsnorm.rmsnorm_bwd (CuTe),bwd,32768,2048,float16,float16,same,1e-06,True,1022.266156,False,143.119998,121.065598,168.643197,402792448,2814.368731,4148.155822,67.846264,2,805584896,188743680,False,24
